description,category_id,category_name,skill_name,level
"Mình chưa biết gì về ExpressJS, ai có thể hướng dẫn từng bước không?",1,Lập trình phần mềm,ExpressJS,Cơ bản
"Mình muốn học các kỹ thuật nâng cao trong iOS (Swift), không cần dạy lại cơ bản.",1,Lập trình phần mềm,iOS (Swift),Nâng cao
Mình cần một người hướng dẫn Kinh doanh Thương mại điện tử theo lịch linh hoạt.,6,Marketing & Kinh doanh,Kinh doanh Thương mại điện tử,Không xác định
Cần người review lại các lỗi cơ bản khi làm Copywriting.,6,Marketing & Kinh doanh,Copywriting,Trung bình
"Mình mới tìm hiểu SQL cho phân tích dữ liệu, cần người kèm cặp cơ bản.",2,AI & Data Science,SQL cho phân tích dữ liệu,Cơ bản
"Mình cần trao đổi trực tiếp về nấu món Thái, ai có kinh nghiệm inbox giúp mình.",10,Nấu ăn,nấu món Thái,Không xác định
"Có ai rảnh dạy Tiếng Việt cho người nước ngoài không, mình cần gấp trong tuần này.",3,Ngoại ngữ,Tiếng Việt cho người nước ngoài,Không xác định
"Muốn thực hành thêm Tiếng Việt Tiểu học vì đang ở trình độ trung bình, hay bị vướng.",12,Gia sư & Học tập,Tiếng Việt Tiểu học,Trung bình
"Mình đã biết chút ít về Thư pháp, muốn học thêm để vững hơn.",8,Nghệ thuật,Thư pháp,Trung bình
"Tìm gia sư dạy Quản lý dự án (Project Management) cấp độ vỡ lòng, học chậm cũng được.",6,Marketing & Kinh doanh,Quản lý dự án (Project Management),Cơ bản
Muốn nâng cao kỹ năng Tiếng Nhật N1 lên mức chuyên nghiệp.,3,Ngoại ngữ,Tiếng Nhật N1,Nâng cao
Cần người review lại các lỗi cơ bản khi làm Accessibility trong thiết kế (A11y).,5,UI/UX,Accessibility trong thiết kế (A11y),Trung bình
Cần người hướng dẫn Hóa Học phổ thông cơ bản cho người chưa có nền tảng.,12,Gia sư & Học tập,Hóa Học phổ thông,Cơ bản
Cần lộ trình học Wireframing cơ bản trong 1-2 tháng.,5,UI/UX,Wireframing,Cơ bản
"Tìm người hỗ trợ Thiết kế Menu quán ăn theo buổi, không cần cam kết dài hạn.",4,Thiết kế đồ họa,Thiết kế Menu quán ăn,Không xác định
"Mình đã biết chút ít về Thiết kế Kỷ yếu, muốn học thêm để vững hơn.",5,UI/UX,Thiết kế Kỷ yếu,Trung bình
Muốn được đào tạo chuyên sâu UI cho ứng dụng di động để làm freelance/đi làm chính thức.,5,UI/UX,UI cho ứng dụng di động,Nâng cao
"Muốn trao đổi, thực hành Thiết kế Kỷ yếu cùng người có kinh nghiệm hơn một chút.",4,Thiết kế đồ họa,Thiết kế Kỷ yếu,Trung bình
Tìm mentor SEO Website trình độ cao để chuẩn bị đi làm/thi chứng chỉ.,6,Marketing & Kinh doanh,SEO Website,Nâng cao
Muốn được đào tạo chuyên sâu Design Thinking để làm freelance/đi làm chính thức.,5,UI/UX,Design Thinking,Nâng cao
"Mình chưa biết gì về Tiếng Hàn giao tiếp, ai có thể hướng dẫn từng bước không?",3,Ngoại ngữ,Tiếng Hàn giao tiếp,Cơ bản
Muốn nâng cao kỹ năng Tiếng Anh mất gốc lên mức chuyên nghiệp.,9,Sửa chữa,Tiếng Anh mất gốc,Nâng cao
"Tìm người dạy MySQL cho người tay ngang, chưa từng học qua.",1,Lập trình phần mềm,MySQL,Cơ bản
Tìm người luyện tập cùng để cải thiện Origami (Xếp giấy) ở mức khá.,8,Nghệ thuật,Origami (Xếp giấy),Trung bình
"Tìm người lắp đặt camera an ninh uy tín, giá cả hợp lý.",9,Sửa chữa,lắp đặt camera an ninh,Không xác định
Cần người hướng dẫn Tiếng Nhật N4 cơ bản cho người chưa có nền tảng.,3,Ngoại ngữ,Tiếng Nhật N4,Cơ bản
Muốn nâng cao kỹ năng Saxophone lên mức chuyên nghiệp.,7,Âm nhạc,Saxophone,Nâng cao
Đang cần người có kinh nghiệm lâu năm về UI cho Web để review công việc thực tế.,5,UI/UX,UI cho Web,Nâng cao
"Muốn trao đổi, thực hành Quản lý fanpage cùng người có kinh nghiệm hơn một chút.",6,Marketing & Kinh doanh,Quản lý fanpage,Trung bình
Muốn được đào tạo chuyên sâu Trống Cajon để làm freelance/đi làm chính thức.,7,Âm nhạc,Trống Cajon,Nâng cao
"Mình mất gốc hoàn toàn, muốn tìm người kèm Tiếng Việt cho người nước ngoài từ con số 0.",3,Ngoại ngữ,Tiếng Việt cho người nước ngoài,Cơ bản
"Mình mất gốc hoàn toàn, muốn tìm người kèm Tiếng Pháp từ con số 0.",3,Ngoại ngữ,Tiếng Pháp,Cơ bản
Tìm người có thể thử thách và nâng trình nấu món Hàn của mình lên tầm cao mới.,10,Nấu ăn,nấu món Hàn,Nâng cao
Bạn nào rành Trống Cajon chỉ giúp mình vài buổi nhập môn với.,7,Âm nhạc,Trống Cajon,Cơ bản
Bạn nào rành Sáo trúc chỉ giúp mình vài buổi nhập môn với.,7,Âm nhạc,Sáo trúc,Cơ bản
Cần người giỏi Thiết kế Design System hỗ trợ giải quyết vấn đề khó trong công việc.,5,UI/UX,Thiết kế Design System,Nâng cao
"Mình là học sinh mới, muốn được chỉ Livestream bán hàng từ những khái niệm đầu tiên.",6,Marketing & Kinh doanh,Livestream bán hàng,Cơ bản
"Mình mới tìm hiểu Nhiếp ảnh chân dung, cần người kèm cặp cơ bản.",8,Nghệ thuật,Nhiếp ảnh chân dung,Cơ bản
Cần người giỏi Tiếng Nhật N2 hỗ trợ giải quyết vấn đề khó trong công việc.,3,Ngoại ngữ,Tiếng Nhật N2,Nâng cao
"Tìm người hỗ trợ Computer Vision theo buổi, không cần cam kết dài hạn.",2,AI & Data Science,Computer Vision,Không xác định
"Muốn học thử Saxophone một buổi xem có hợp không, trình độ mới toanh.",7,Âm nhạc,Saxophone,Cơ bản
Tìm người luyện tập cùng để cải thiện Sáo trúc ở mức khá.,7,Âm nhạc,Sáo trúc,Trung bình
Bạn nào rành Giáo dục công dân chỉ giúp mình vài buổi nhập môn với.,12,Gia sư & Học tập,Giáo dục công dân,Cơ bản
"Đã tự học Quản trị nhân sự cơ bản một thời gian, giờ muốn có người chỉnh sửa và nâng cấp.",6,Marketing & Kinh doanh,Quản trị nhân sự cơ bản,Trung bình
"Muốn thực hành thêm Shopify Dev vì đang ở trình độ trung bình, hay bị vướng.",1,Lập trình phần mềm,Shopify Dev,Trung bình
Muốn nâng cao kỹ năng Quản lý fanpage lên mức chuyên nghiệp.,6,Marketing & Kinh doanh,Quản lý fanpage,Nâng cao
"Mình đã biết chút ít về Sáng tác nhạc (Songwriting), muốn học thêm để vững hơn.",7,Âm nhạc,Sáng tác nhạc (Songwriting),Trung bình
"Mình là học sinh mới, muốn được chỉ Sáo trúc từ những khái niệm đầu tiên.",7,Âm nhạc,Sáo trúc,Cơ bản
"Muốn trao đổi, thực hành WordPress cùng người có kinh nghiệm hơn một chút.",1,Lập trình phần mềm,WordPress,Trung bình
"Mình muốn học các kỹ thuật nâng cao trong Kotlin thuần, không cần dạy lại cơ bản.",1,Lập trình phần mềm,Kotlin thuần,Nâng cao
"Tìm người có kinh nghiệm về SEO Website để trao đổi, học hỏi.",6,Marketing & Kinh doanh,SEO Website,Không xác định
"Tìm người dạy InDesign cho người tay ngang, chưa từng học qua.",4,Thiết kế đồ họa,InDesign,Cơ bản
"Mình chưa biết gì về Luyện chữ đẹp, ai có thể hướng dẫn từng bước không?",12,Gia sư & Học tập,Luyện chữ đẹp,Cơ bản
"Ai có thể giúp mình về Sketch App không, cảm ơn nhiều.",5,UI/UX,Sketch App,Không xác định
"Mình học Gọi vốn khởi nghiệp (Pitching) được một thời gian nhưng còn nhiều chỗ chưa chắc, cần người kèm lại.",6,Marketing & Kinh doanh,Gọi vốn khởi nghiệp (Pitching),Trung bình
"Đã tự học Pilates một thời gian, giờ muốn có người chỉnh sửa và nâng cấp.",11,Thể thao,Pilates,Trung bình
"Tìm thợ sửa điện dân dụng chuyên nghiệp, có bảo hành sau khi sửa.",9,Sửa chữa,sửa điện dân dụng,Không xác định
Tìm mentor Guitar Solo trình độ cao để chuẩn bị đi làm/thi chứng chỉ.,7,Âm nhạc,Guitar Solo,Nâng cao
"Tìm người có kinh nghiệm về Khởi nghiệp (Startup) để trao đổi, học hỏi.",6,Marketing & Kinh doanh,Khởi nghiệp (Startup),Không xác định
"Muốn thực hành thêm Boxing/Kickboxing vì đang ở trình độ trung bình, hay bị vướng.",11,Thể thao,Boxing/Kickboxing,Trung bình
"Muốn trao đổi, thực hành Thiết kế nhân vật (Character Design) cùng người có kinh nghiệm hơn một chút.",4,Thiết kế đồ họa,Thiết kế nhân vật (Character Design),Trung bình
"Tìm người có kinh nghiệm về React Native để trao đổi, học hỏi.",1,Lập trình phần mềm,React Native,Không xác định
"Mình mới tìm hiểu Machine Learning, cần người kèm cặp cơ bản.",2,AI & Data Science,Machine Learning,Cơ bản
"Mình là học sinh mới, muốn được chỉ Trống Drum Kit từ những khái niệm đầu tiên.",7,Âm nhạc,Trống Drum Kit,Cơ bản
Cần chuyên gia Nhiếp ảnh cơ bản hướng dẫn làm dự án thực tế.,8,Nghệ thuật,Nhiếp ảnh cơ bản,Nâng cao
"Đang tìm mentor Ruby on Rails, thời gian học có thể thương lượng.",1,Lập trình phần mềm,Ruby on Rails,Không xác định
"Mình đã biết chút ít về Nặn tượng nhỏ (Miniature), muốn học thêm để vững hơn.",8,Nghệ thuật,Nặn tượng nhỏ (Miniature),Trung bình
"Tìm gia sư dạy Vue.js cấp độ vỡ lòng, học chậm cũng được.",1,Lập trình phần mềm,Vue.js,Cơ bản
Muốn nâng cao kỹ năng bóng bàn (Ping Pong) lên mức chuyên nghiệp.,11,Thể thao,bóng bàn (Ping Pong),Nâng cao
Cần chuyên gia Kỹ năng học tập hiệu quả hướng dẫn làm dự án thực tế.,12,Gia sư & Học tập,Kỹ năng học tập hiệu quả,Nâng cao
"Mình cần trao đổi trực tiếp về TensorFlow, ai có kinh nghiệm inbox giúp mình.",2,AI & Data Science,TensorFlow,Không xác định
"Mình học Figma nâng cao (Auto Layout) được một thời gian nhưng còn nhiều chỗ chưa chắc, cần người kèm lại.",5,UI/UX,Figma nâng cao (Auto Layout),Trung bình
"Mình muốn học các kỹ thuật nâng cao trong Illustrator, không cần dạy lại cơ bản.",4,Thiết kế đồ họa,Illustrator,Nâng cao
Tìm người sửa cửa cuốn/cửa cổng tự động định kỳ hàng tháng cho gia đình.,9,Sửa chữa,sửa cửa cuốn/cửa cổng tự động,Định kỳ
Cần sửa đồ gỗ nội thất gấp vì ảnh hưởng sinh hoạt gia đình.,9,Sửa chữa,sửa đồ gỗ nội thất,Khẩn cấp
"Đang tìm mentor Thiết kế ấn phẩm in, thời gian học có thể thương lượng.",4,Thiết kế đồ họa,Thiết kế ấn phẩm in,Không xác định
"Muốn học thử Thanh nhạc cho trẻ em một buổi xem có hợp không, trình độ mới toanh.",7,Âm nhạc,Thanh nhạc cho trẻ em,Cơ bản
"Đang tìm mentor Google Cloud Platform, thời gian học có thể thương lượng.",11,Thể thao,Google Cloud Platform,Không xác định
Cần chuyên gia Tiếng Anh giao tiếp A1 hướng dẫn làm dự án thực tế.,3,Ngoại ngữ,Tiếng Anh giao tiếp A1,Nâng cao
"Muốn trao đổi, thực hành A/B Testing cùng người có kinh nghiệm hơn một chút.",2,AI & Data Science,A/B Testing,Trung bình
Cần tìm người hỗ trợ về Pandas & NumPy.,2,AI & Data Science,Pandas & NumPy,Không xác định
"Mình đã biết chút ít về Deep Learning, muốn học thêm để vững hơn.",2,AI & Data Science,Deep Learning,Trung bình
"Mình là học sinh mới, muốn được chỉ REST API từ những khái niệm đầu tiên.",1,Lập trình phần mềm,REST API,Cơ bản
"Tìm gia sư dạy Machine Learning cấp độ vỡ lòng, học chậm cũng được.",2,AI & Data Science,Machine Learning,Cơ bản
"Đang loay hoay không biết bắt đầu Sinh Học phổ thông từ đâu, mong được hỗ trợ.",12,Gia sư & Học tập,Sinh Học phổ thông,Cơ bản
Muốn được đào tạo chuyên sâu Figma nâng cao (Auto Layout) để làm freelance/đi làm chính thức.,5,UI/UX,Figma nâng cao (Auto Layout),Nâng cao
Cần tư vấn chuyên sâu về Giáo dục công dân cho một dự án cụ thể đang làm.,12,Gia sư & Học tập,Giáo dục công dân,Nâng cao
Cần đặt lịch học Facebook Ads vào cuối tuần.,6,Marketing & Kinh doanh,Facebook Ads,Không xác định
"Tìm gia sư dạy Data Cleaning cấp độ vỡ lòng, học chậm cũng được.",2,AI & Data Science,Data Cleaning,Cơ bản
"Đã tự học Vẽ tranh tường (Mural) một thời gian, giờ muốn có người chỉnh sửa và nâng cấp.",8,Nghệ thuật,Vẽ tranh tường (Mural),Trung bình
"Có ai rảnh dạy Thiết kế nội thất 3D (SketchUp) không, mình cần gấp trong tuần này.",4,Thiết kế đồ họa,Thiết kế nội thất 3D (SketchUp),Không xác định
Cần tư vấn chuyên sâu về Guitar Classic cho một dự án cụ thể đang làm.,7,Âm nhạc,Guitar Classic,Nâng cao
Cần lộ trình học Xây kênh YouTube cơ bản trong 1-2 tháng.,6,Marketing & Kinh doanh,Xây kênh YouTube,Cơ bản
Muốn được đào tạo chuyên sâu iOS (Swift) để làm freelance/đi làm chính thức.,1,Lập trình phần mềm,iOS (Swift),Nâng cao
Bạn nào rành Photoshop chỉ giúp mình vài buổi nhập môn với.,12,Gia sư & Học tập,Photoshop,Cơ bản
Cần đặt lịch học Golf vào cuối tuần.,11,Thể thao,Golf,Không xác định
Cần người ôn lại và củng cố kiến thức Jenkins CI/CD ở mức trung bình.,1,Lập trình phần mềm,Jenkins CI/CD,Trung bình
Tìm người có thể thử thách và nâng trình Tiếng Anh A2 của mình lên tầm cao mới.,3,Ngoại ngữ,Tiếng Anh A2,Nâng cao
"Mình đã có nền tảng Tiếng Trung HSK3 khá tốt, muốn học chuyên sâu hơn.",3,Ngoại ngữ,Tiếng Trung HSK3,Nâng cao
"Muốn thực hành thêm Hoạt hình 2D (Animation) vì đang ở trình độ trung bình, hay bị vướng.",8,Nghệ thuật,Hoạt hình 2D (Animation),Trung bình
Cần người giỏi Fine-tuning LLM hỗ trợ giải quyết vấn đề khó trong công việc.,2,AI & Data Science,Fine-tuning LLM,Nâng cao
Cần tư vấn chuyên sâu về Thiết kế banner quảng cáo cho một dự án cụ thể đang làm.,4,Thiết kế đồ họa,Thiết kế banner quảng cáo,Nâng cao
Tìm người luyện tập cùng để cải thiện Quản lý fanpage ở mức khá.,6,Marketing & Kinh doanh,Quản lý fanpage,Trung bình
"Mình chưa biết gì về Tiếng Anh thương mại, ai có thể hướng dẫn từng bước không?",3,Ngoại ngữ,Tiếng Anh thương mại,Cơ bản
"Tìm gia sư dạy Spring Boot cấp độ vỡ lòng, học chậm cũng được.",1,Lập trình phần mềm,Spring Boot,Cơ bản
